,chapter_count,narration_is_0_dialogue_is_1,sentence_length,all_pos_counts,parts_of_speech_total_count,POS_PRON_count,POS_VERB_count,POS_ADP_count,POS_DET_count,POS_ADJ_count,POS_NOUN_count,POS_CCONJ_count,POS_PUNCT_count,POS_SCONJ_count,POS_ADV_count,POS_AUX_count,POS_PROPN_count,POS_NUM_count,POS_PART_count,POS_INTJ_count,POS_X_count,POS_SPACE_count,%POS_PRON_count,%POS_VERB_count,%POS_ADP_count,%POS_DET_count,%POS_ADJ_count,%POS_NOUN_count,%POS_CCONJ_count,%POS_PUNCT_count,%POS_SCONJ_count,%POS_ADV_count,%POS_AUX_count,%POS_PROPN_count,%POS_NUM_count,%POS_PART_count,%POS_INTJ_count,%POS_X_count,%POS_SPACE_count
11,chapter_1,0,89,"[['DET', 17], ['ADJ', 9], ['NOUN', 22], ['AUX', 3], ['VERB', 9], ['ADP', 12], ['NUM', 1], ['SCONJ', 5], ['PRON', 4], ['CCONJ', 4], ['PART', 1], ['ADV', 2], ['PUNCT', 1]]",90,4.0,9.0,12.0,17.0,9.0,22.0,4.0,1.0,5.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.444,10.0,13.333,18.889,10.0,24.444,4.444,1.111,5.556,2.222,3.333,0.0,1.111,1.111,0.0,0.0,0.0
12,chapter_1,0,4,"[['DET', 1], ['ADJ', 2], ['NOUN', 1], ['PUNCT', 1]]",5,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,chapter_1,0,43,"[['DET', 7], ['NOUN', 11], ['PRON', 1], ['VERB', 8], ['ADP', 7], ['PUNCT', 2], ['PART', 2], ['AUX', 1], ['CCONJ', 3], ['ADV', 2], ['ADJ', 1]]",45,1.0,8.0,7.0,7.0,1.0,11.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.222,17.778,15.556,15.556,2.222,24.444,6.667,4.444,0.0,4.444,2.222,0.0,0.0,4.444,0.0,0.0,0.0
14,chapter_1,0,103,"[['DET', 18], ['NOUN', 21], ['ADP', 13], ['PRON', 7], ['VERB', 12], ['PART', 1], ['AUX', 4], ['CCONJ', 6], ['ADV', 8], ['ADJ', 10], ['SCONJ', 2], ['INTJ', 1], ['PUNCT', 1]]",104,7.0,12.0,13.0,18.0,10.0,21.0,6.0,1.0,2.0,8.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,6.731,11.538,12.5,17.308,9.615,20.192,5.769,0.962,1.923,7.692,3.846,0.0,0.0,0.962,0.962,0.0,0.0
15,chapter_1,0,220,"[['DET', 39], ['ADJ', 11], ['NOUN', 40], ['PUNCT', 6], ['ADV', 11], ['ADP', 39], ['PRON', 16], ['VERB', 22], ['SCONJ', 4], ['AUX', 12], ['PART', 6], ['NUM', 4], ['CCONJ', 5], ['PROPN', 11]]",226,16.0,22.0,39.0,39.0,11.0,40.0,5.0,6.0,4.0,11.0,12.0,11.0,4.0,6.0,0.0,0.0,0.0,7.08,9.735,17.257,17.257,4.867,17.699,2.212,2.655,1.77,4.867,5.31,4.867,1.77,2.655,0.0,0.0,0.0
16,chapter_1,0,29,"[['ADV', 2], ['ADP', 4], ['DET', 5], ['NOUN', 6], ['PRON', 1], ['VERB', 2], ['ADJ', 3], ['PUNCT', 2], ['PROPN', 3], ['AUX', 1], ['SCONJ', 1], ['NUM', 1]]",31,1.0,2.0,4.0,5.0,3.0,6.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.226,6.452,12.903,16.129,9.677,19.355,0.0,6.452,3.226,6.452,3.226,9.677,3.226,0.0,0.0,0.0,0.0
17,chapter_1,0,129,"[['DET', 15], ['NOUN', 27], ['AUX', 12], ['VERB', 18], ['ADP', 16], ['PRON', 12], ['ADJ', 7], ['SCONJ', 4], ['CCONJ', 7], ['PART', 5], ['ADV', 5], ['PROPN', 2], ['PUNCT', 1]]",131,12.0,18.0,16.0,15.0,7.0,27.0,7.0,1.0,4.0,5.0,12.0,2.0,0.0,5.0,0.0,0.0,0.0,9.16,13.74,12.214,11.45,5.344,20.611,5.344,0.763,3.053,3.817,9.16,1.527,0.0,3.817,0.0,0.0,0.0
18,chapter_1,0,30,"[['DET', 4], ['ADJ', 8], ['NOUN', 6], ['AUX', 1], ['CCONJ', 2], ['ADP', 3], ['VERB', 3], ['PRON', 2], ['SCONJ', 1], ['PUNCT', 1]]",31,2.0,3.0,3.0,4.0,8.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.452,9.677,9.677,12.903,25.806,19.355,6.452,3.226,3.226,0.0,3.226,0.0,0.0,0.0,0.0,0.0,0.0
19,chapter_1,0,96,"[['ADP', 12], ['DET', 16], ['NOUN', 24], ['ADV', 5], ['VERB', 14], ['SCONJ', 1], ['PRON', 8], ['AUX', 5], ['ADJ', 5], ['CCONJ', 5], ['PUNCT', 4], ['PART', 1], ['NUM', 1]]",101,8.0,14.0,12.0,16.0,5.0,24.0,5.0,4.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,7.921,13.861,11.881,15.842,4.95,23.762,4.95,3.96,0.99,4.95,4.95,0.0,0.99,0.99,0.0,0.0,0.0
20,chapter_1,0,35,"[['ADP', 5], ['DET', 7], ['NOUN', 7], ['ADJ', 4], ['PRON', 3], ['VERB', 5], ['SCONJ', 1], ['ADV', 1], ['CCONJ', 1], ['AUX', 1], ['PUNCT', 1]]",36,3.0,5.0,5.0,7.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,13.889,13.889,19.444,11.111,19.444,2.778,2.778,2.778,2.778,2.778,0.0,0.0,0.0,0.0,0.0,0.0
21,chapter_1,0,48,"[['PRON', 5], ['AUX', 5], ['ADP', 6], ['ADJ', 5], ['NOUN', 8], ['ADV', 4], ['PUNCT', 3], ['CCONJ', 4], ['VERB', 4], ['DET', 3], ['PROPN', 2], ['SCONJ', 1], ['PART', 1]]",51,5.0,4.0,6.0,3.0,5.0,8.0,4.0,3.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,9.804,7.843,11.765,5.882,9.804,15.686,7.843,5.882,1.961,7.843,9.804,3.922,0.0,1.961,0.0,0.0,0.0
22,chapter_1,0,23,"[['CCONJ', 1], ['VERB', 3], ['SCONJ', 2], ['AUX', 2], ['DET', 3], ['NOUN', 4], ['ADP', 2], ['PRON', 2], ['ADV', 3], ['ADJ', 1], ['PUNCT', 1]]",24,2.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,12.5,8.333,12.5,4.167,16.667,4.167,4.167,8.333,12.5,8.333,0.0,0.0,0.0,0.0,0.0,0.0
23,chapter_1,0,99,"[['ADV', 6], ['ADP', 15], ['DET', 11], ['NOUN', 22], ['PROPN', 5], ['AUX', 3], ['VERB', 10], ['CCONJ', 8], ['PRON', 9], ['ADJ', 7], ['PUNCT', 2], ['NUM', 1], ['SCONJ', 2]]",101,9.0,10.0,15.0,11.0,7.0,22.0,8.0,2.0,2.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,8.911,9.901,14.851,10.891,6.931,21.782,7.921,1.98,1.98,5.941,2.97,4.95,0.99,0.0,0.0,0.0,0.0
24,chapter_1,0,21,"[['PROPN', 3], ['AUX', 2], ['ADJ', 3], ['NOUN', 5], ['ADP', 2], ['CCONJ', 1], ['PRON', 2], ['VERB', 1], ['DET', 1], ['NUM', 1], ['PUNCT', 1]]",22,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,9.091,4.545,9.091,4.545,13.636,22.727,4.545,4.545,0.0,0.0,9.091,13.636,4.545,0.0,0.0,0.0,0.0
25,chapter_1,0,48,"[['PRON', 5], ['AUX', 2], ['DET', 7], ['ADJ', 12], ['NOUN', 8], ['CCONJ', 3], ['ADP', 5], ['PROPN', 1], ['VERB', 2], ['SCONJ', 1], ['ADV', 1], ['NUM', 1], ['PUNCT', 1]]",49,5.0,2.0,5.0,7.0,12.0,8.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.204,4.082,10.204,14.286,24.49,16.327,6.122,2.041,2.041,2.041,4.082,2.041,2.041,0.0,0.0,0.0,0.0
26,chapter_1,0,116,"[['ADP', 18], ['NUM', 2], ['NOUN', 24], ['PRON', 13], ['AUX', 6], ['DET', 17], ['ADJ', 4], ['PROPN', 5], ['ADV', 5], ['CCONJ', 7], ['VERB', 12], ['PUNCT', 2], ['SCONJ', 3], ['PART', 1]]",119,13.0,12.0,18.0,17.0,4.0,24.0,7.0,2.0,3.0,5.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,10.924,10.084,15.126,14.286,3.361,20.168,5.882,1.681,2.521,4.202,5.042,4.202,1.681,0.84,0.0,0.0,0.0
27,chapter_1,0,42,"[['CCONJ', 4], ['PROPN', 2], ['PART', 1], ['NOUN', 6], ['AUX', 6], ['ADV', 2], ['PUNCT', 2], ['SCONJ', 3], ['PRON', 9], ['VERB', 6], ['ADP', 2], ['DET', 2]]",45,9.0,6.0,2.0,2.0,0.0,6.0,4.0,2.0,3.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,20.0,13.333,4.444,4.444,0.0,13.333,8.889,4.444,6.667,4.444,13.333,4.444,0.0,2.222,0.0,0.0,0.0
28,chapter_1,0,49,"[['ADV', 2], ['DET', 8], ['NOUN', 15], ['PART', 1], ['PRON', 4], ['AUX', 1], ['ADJ', 4], ['CCONJ', 5], ['VERB', 4], ['ADP', 6], ['PUNCT', 1]]",51,4.0,4.0,6.0,8.0,4.0,15.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.843,7.843,11.765,15.686,7.843,29.412,9.804,1.961,0.0,3.922,1.961,0.0,0.0,1.961,0.0,0.0,0.0
29,chapter_1,0,56,"[['PRON', 8], ['VERB', 6], ['NOUN', 11], ['ADP', 5], ['DET', 6], ['ADJ', 5], ['CCONJ', 4], ['PART', 5], ['PUNCT', 3], ['AUX', 2], ['ADV', 1], ['PROPN', 5]]",61,8.0,6.0,5.0,6.0,5.0,11.0,4.0,3.0,0.0,1.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,13.115,9.836,8.197,9.836,8.197,18.033,6.557,4.918,0.0,1.639,3.279,8.197,0.0,8.197,0.0,0.0,0.0
30,chapter_1,0,36,"[['DET', 5], ['NOUN', 7], ['AUX', 2], ['SCONJ', 2], ['PROPN', 4], ['VERB', 4], ['ADP', 4], ['NUM', 1], ['ADV', 1], ['ADJ', 2], ['PRON', 2], ['PART', 1], ['CCONJ', 1], ['PUNCT', 1]]",37,2.0,4.0,4.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,5.405,10.811,10.811,13.514,5.405,18.919,2.703,2.703,5.405,2.703,5.405,10.811,2.703,2.703,0.0,0.0,0.0
31,chapter_1,0,21,"[['PRON', 1], ['AUX', 1], ['VERB', 1], ['ADP', 6], ['DET', 5], ['NOUN', 5], ['PROPN', 2], ['PUNCT', 1]]",22,1.0,1.0,6.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.545,4.545,27.273,22.727,0.0,22.727,0.0,4.545,0.0,0.0,4.545,9.091,0.0,0.0,0.0,0.0,0.0
32,chapter_1,0,25,"[['DET', 4], ['NOUN', 4], ['VERB', 3], ['PRON', 4], ['ADP', 4], ['SCONJ', 2], ['PROPN', 3], ['AUX', 1], ['PUNCT', 1]]",26,4.0,3.0,4.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,15.385,11.538,15.385,15.385,0.0,15.385,0.0,3.846,7.692,0.0,3.846,11.538,0.0,0.0,0.0,0.0,0.0
33,chapter_1,0,26,"[['PRON', 3], ['VERB', 2], ['ADP', 4], ['PROPN', 2], ['PUNCT', 2], ['CCONJ', 1], ['DET', 4], ['ADJ', 1], ['NOUN', 4], ['AUX', 3], ['SCONJ', 1], ['ADV', 1]]",28,3.0,2.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,10.714,7.143,14.286,14.286,3.571,14.286,3.571,7.143,3.571,3.571,10.714,7.143,0.0,0.0,0.0,0.0,0.0
34,chapter_1,0,26,"[['CCONJ', 2], ['DET', 3], ['NOUN', 5], ['AUX', 3], ['ADV', 1], ['ADJ', 2], ['SCONJ', 1], ['VERB', 2], ['PROPN', 3], ['ADP', 3], ['PRON', 1], ['PUNCT', 1]]",27,1.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.704,7.407,11.111,11.111,7.407,18.519,7.407,3.704,3.704,3.704,11.111,11.111,0.0,0.0,0.0,0.0,0.0
35,chapter_1,0,96,"[['PRON', 8], ['NOUN', 15], ['AUX', 3], ['ADV', 7], ['ADJ', 11], ['CCONJ', 5], ['SCONJ', 5], ['VERB', 11], ['DET', 9], ['ADP', 11], ['PROPN', 7], ['PUNCT', 2], ['PART', 3], ['NUM', 1]]",98,8.0,11.0,11.0,9.0,11.0,15.0,5.0,2.0,5.0,7.0,3.0,7.0,1.0,3.0,0.0,0.0,0.0,8.163,11.224,11.224,9.184,11.224,15.306,5.102,2.041,5.102,7.143,3.061,7.143,1.02,3.061,0.0,0.0,0.0
36,chapter_1,0,30,"[['NOUN', 4], ['PRON', 5], ['VERB', 5], ['ADP', 4], ['SCONJ', 1], ['AUX', 2], ['DET', 2], ['ADJ', 3], ['CCONJ', 2], ['ADV', 1], ['PART', 1], ['PUNCT', 1]]",31,5.0,5.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,16.129,16.129,12.903,6.452,9.677,12.903,6.452,3.226,3.226,3.226,6.452,0.0,0.0,3.226,0.0,0.0,0.0
37,chapter_1,0,12,"[['SCONJ', 1], ['PRON', 3], ['VERB', 3], ['PART', 1], ['NOUN', 2], ['CCONJ', 1], ['ADP', 1], ['PUNCT', 1]]",13,3.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.077,23.077,7.692,0.0,0.0,15.385,7.692,7.692,7.692,0.0,0.0,0.0,0.0,7.692,0.0,0.0,0.0
38,chapter_1,0,13,"[['ADP', 3], ['DET', 3], ['NOUN', 3], ['ADJ', 2], ['PRON', 1], ['VERB', 1], ['PUNCT', 1]]",14,1.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143,7.143,21.429,21.429,14.286,21.429,0.0,7.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,chapter_1,0,87,"[['PRON', 12], ['AUX', 4], ['VERB', 10], ['ADP', 13], ['DET', 11], ['NOUN', 17], ['ADJ', 7], ['CCONJ', 4], ['ADV', 3], ['SCONJ', 6], ['PUNCT', 2], ['PART', 1]]",90,12.0,10.0,13.0,11.0,7.0,17.0,4.0,2.0,6.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,13.333,11.111,14.444,12.222,7.778,18.889,4.444,2.222,6.667,3.333,4.444,0.0,0.0,1.111,0.0,0.0,0.0
40,chapter_1,0,28,"[['SCONJ', 1], ['PRON', 2], ['VERB', 3], ['PROPN', 3], ['AUX', 2], ['ADP', 5], ['DET', 4], ['ADJ', 2], ['NOUN', 5], ['CCONJ', 1], ['PUNCT', 1]]",29,2.0,3.0,5.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,6.897,10.345,17.241,13.793,6.897,17.241,3.448,3.448,3.448,0.0,6.897,10.345,0.0,0.0,0.0,0.0,0.0
41,chapter_1,0,7,"[['DET', 1], ['NOUN', 1], ['VERB', 3], ['CCONJ', 1], ['PRON', 1], ['PUNCT', 1]]",8,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,37.5,0.0,12.5,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,chapter_1,0,36,"[['DET', 4], ['NOUN', 7], ['PRON', 8], ['VERB', 6], ['ADP', 5], ['ADV', 1], ['PART', 1], ['ADJ', 3], ['CCONJ', 1], ['PUNCT', 1]]",37,8.0,6.0,5.0,4.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.622,16.216,13.514,10.811,8.108,18.919,2.703,2.703,0.0,2.703,0.0,0.0,0.0,2.703,0.0,0.0,0.0
43,chapter_1,0,78,"[['DET', 11], ['NOUN', 19], ['ADP', 7], ['PRON', 15], ['VERB', 8], ['PART', 1], ['PUNCT', 8], ['ADJ', 6], ['SCONJ', 2], ['ADV', 4], ['CCONJ', 3], ['PROPN', 2], ['AUX', 1]]",87,15.0,8.0,7.0,11.0,6.0,19.0,3.0,8.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,17.241,9.195,8.046,12.644,6.897,21.839,3.448,9.195,2.299,4.598,1.149,2.299,0.0,1.149,0.0,0.0,0.0
44,chapter_1,0,58,"[['ADV', 5], ['PRON', 7], ['AUX', 5], ['DET', 6], ['NOUN', 9], ['ADP', 6], ['VERB', 4], ['ADJ', 5], ['PROPN', 8], ['PUNCT', 3], ['CCONJ', 1], ['PART', 3], ['SCONJ', 1]]",63,7.0,4.0,6.0,6.0,5.0,9.0,1.0,3.0,1.0,5.0,5.0,8.0,0.0,3.0,0.0,0.0,0.0,11.111,6.349,9.524,9.524,7.937,14.286,1.587,4.762,1.587,7.937,7.937,12.698,0.0,4.762,0.0,0.0,0.0
45,chapter_1,0,34,"[['PRON', 5], ['VERB', 4], ['ADV', 1], ['PART', 3], ['NOUN', 7], ['ADP', 3], ['DET', 4], ['ADJ', 2], ['AUX', 2], ['CCONJ', 3], ['PUNCT', 1]]",35,5.0,4.0,3.0,4.0,2.0,7.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,14.286,11.429,8.571,11.429,5.714,20.0,8.571,2.857,0.0,2.857,5.714,0.0,0.0,8.571,0.0,0.0,0.0
46,chapter_1,0,8,"[['DET', 1], ['NUM', 1], ['ADJ', 1], ['NOUN', 2], ['VERB', 1], ['PROPN', 2], ['PART', 1], ['PUNCT', 1]]",10,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0
47,chapter_1,0,60,"[['PRON', 7], ['AUX', 2], ['ADV', 3], ['VERB', 7], ['DET', 8], ['ADJ', 8], ['NOUN', 15], ['ADP', 6], ['CCONJ', 3], ['PUNCT', 5], ['SCONJ', 1]]",65,7.0,7.0,6.0,8.0,8.0,15.0,3.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.769,10.769,9.231,12.308,12.308,23.077,4.615,7.692,1.538,4.615,3.077,0.0,0.0,0.0,0.0,0.0,0.0
48,chapter_1,0,1,"[['PROPN', 1], ['PUNCT', 1]]",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
49,chapter_1,0,5,"[['SCONJ', 1], ['PRON', 2], ['AUX', 1], ['NOUN', 1], ['PUNCT', 1]]",6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,16.667,0.0,16.667,16.667,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0
50,chapter_1,0,5,"[['PRON', 1], ['AUX', 1], ['ADV', 2], ['VERB', 1], ['PUNCT', 1]]",6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,16.667,0.0,0.0,0.0,0.0,0.0,16.667,0.0,33.333,16.667,0.0,0.0,0.0,0.0,0.0,0.0
51,chapter_1,0,31,"[['PRON', 4], ['AUX', 5], ['NOUN', 5], ['ADP', 4], ['PROPN', 1], ['PART', 2], ['CCONJ', 1], ['DET', 3], ['ADJ', 2], ['VERB', 2], ['ADV', 3], ['PUNCT', 1]]",33,4.0,2.0,4.0,3.0,2.0,5.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,12.121,6.061,12.121,9.091,6.061,15.152,3.03,3.03,0.0,9.091,15.152,3.03,0.0,6.061,0.0,0.0,0.0
52,chapter_1,0,24,"[['PRON', 3], ['AUX', 3], ['NOUN', 3], ['ADP', 1], ['ADJ', 5], ['CCONJ', 1], ['DET', 1], ['VERB', 3], ['ADV', 2], ['PART', 2], ['PUNCT', 1]]",25,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,12.0,4.0,4.0,20.0,12.0,4.0,4.0,0.0,8.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0
